"","1789-Washington","1793-Washington","1797-Adams","1801-Jefferson","1805-Jefferson","1809-Madison","1813-Madison","1817-Monroe","1821-Monroe","1825-Adams","1829-Jackson","1833-Jackson","1837-VanBuren","1841-Harrison","1845-Polk","1849-Taylor","1853-Pierce","1857-Buchanan","1861-Lincoln","1865-Lincoln","1869-Grant","1873-Grant","1877-Hayes","1881-Garfield","1885-Cleveland","1889-Harrison","1893-Cleveland","1897-McKinley","1901-McKinley","1905-Roosevelt","1909-Taft","1913-Wilson","1917-Wilson","1921-Harding","1925-Coolidge","1929-Hoover","1933-Roosevelt","1937-Roosevelt","1941-Roosevelt","1945-Roosevelt","1949-Truman","1953-Eisenhower","1957-Eisenhower","1961-Kennedy","1965-Johnson","1969-Nixon","1973-Nixon","1977-Carter","1981-Reagan","1985-Reagan","1989-Bush","1993-Clinton","1997-Clinton","2001-Bush","2005-Bush","2009-Obama","2013-Obama","2017-Trump","2021-Biden"
"actual",0.867762024650201,0,0,0,0,0,0,0,0,0,0,0,4.338810123251,0.867762024650201,0,0,0.867762024650201,1.7355240493004,0,0,0,0,0,0,0.867762024650201,0,0,0,0,0,0,0,0.867762024650201,0,1.7355240493004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"expenditure",0.469822015978163,0,0,0,0,0.469822015978163,0,0,0.469822015978163,1.87928806391265,0.469822015978163,0.469822015978163,0,0,0.469822015978163,0.469822015978163,0,0.469822015978163,0,0,0.469822015978163,0,0,0.469822015978163,0.469822015978163,1.87928806391265,0.939644031956326,1.87928806391265,0.469822015978163,0,2.81893209586898,0,0,0.939644031956326,0.939644031956326,0.939644031956326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thus",0.492098410689315,0,0,0,0.492098410689315,0,0,1.47629523206795,1.47629523206795,0,0.492098410689315,0,0.98419682137863,0.98419682137863,0,0,0.98419682137863,1.96839364275726,0,0,0,0,0.492098410689315,0.492098410689315,0.492098410689315,0.492098410689315,0.492098410689315,1.47629523206795,0,0,0.492098410689315,0,0,0,0,0.492098410689315,0,0,0,0,0,0,1.47629523206795,0,0.98419682137863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"occasion",0.339488247483157,0.339488247483157,0.678976494966314,0,1.35795298993263,0.339488247483157,0,0,0.339488247483157,0,0.339488247483157,0.339488247483157,0.678976494966314,1.01846474244947,0.339488247483157,0,0,0.678976494966314,0,0.678976494966314,0,0,0.339488247483157,0,0.339488247483157,1.69744123741578,0.339488247483157,0,0.339488247483157,0,0.339488247483157,0.339488247483157,0,0.678976494966314,0,0.678976494966314,0,0,0,0,0.339488247483157,0,0,0,0.339488247483157,0,0,0,0.339488247483157,0.339488247483157,0,0,0,0,0,0,0,0,0.339488247483157
"bring",0.158068154922409,0,0,0.158068154922409,0,0.158068154922409,0.158068154922409,0.474204464767226,0.158068154922409,0,0.158068154922409,0,0.158068154922409,0.474204464767226,0.158068154922409,0,0.158068154922409,0,0.158068154922409,0,0.158068154922409,0.316136309844817,0.158068154922409,0.316136309844817,0.158068154922409,0.474204464767226,0,0,0,0.316136309844817,0.632272619689635,0,0,0,0,0.316136309844817,0.158068154922409,0.158068154922409,0.158068154922409,0,0.632272619689635,0.316136309844817,0.158068154922409,0.316136309844817,0.316136309844817,0.158068154922409,0.316136309844817,0.158068154922409,0,0.474204464767226,0.474204464767226,0.316136309844817,0,0.316136309844817,0.316136309844817,0.158068154922409,0.158068154922409,0.632272619689635,0.316136309844817
"together",0.279490317807872,0,0,0,0,0,0,0.558980635615743,0.279490317807872,0.279490317807872,0,0.279490317807872,0.279490317807872,0,0.558980635615743,0,0,0.279490317807872,0,0,0,0.279490317807872,0,0,0,0,0,0,0.279490317807872,0,0,0,0.838470953423615,0,0,0,0,0.558980635615743,0.558980635615743,0.279490317807872,0.838470953423615,0,0,0.558980635615743,0.838470953423615,2.23592254246297,1.9564322246551,1.9564322246551,0.558980635615743,1.9564322246551,0.558980635615743,0.558980635615743,1.67694190684723,0.279490317807872,0.279490317807872,0.279490317807872,1.9564322246551,1.11796127123149,1.67694190684723
"take",0.0718820073061254,0.0718820073061254,0,0.0718820073061254,0.0718820073061254,0,0.0718820073061254,0.0718820073061254,0.359410036530627,0,0.0718820073061254,0.143764014612251,0,0.287528029224501,0.359410036530627,0.215646021918376,0.0718820073061254,0.215646021918376,0.575056058449003,0.0718820073061254,0.143764014612251,0.0718820073061254,0,0,0.143764014612251,0.503174051142877,0.0718820073061254,0.359410036530627,0.215646021918376,0,0.862584087673504,0.143764014612251,0.0718820073061254,0.287528029224501,0.215646021918376,0.143764014612251,0.287528029224501,0.143764014612251,0.143764014612251,0.0718820073061254,0.143764014612251,0,0.0718820073061254,0.0718820073061254,0.0718820073061254,0.215646021918376,0.0718820073061254,0.143764014612251,0.359410036530627,0.215646021918376,0.431292043836752,0.215646021918376,0.0718820073061254,0.0718820073061254,0,0.287528029224501,0.143764014612251,0.0718820073061254,0.359410036530627
"leave",0.265702033322238,0,0,0.531404066644476,0.797106099966715,0,0,0.265702033322238,0,0.265702033322238,0.265702033322238,0,1.32851016661119,1.59421219993343,0.265702033322238,0,0.531404066644476,0.531404066644476,0.265702033322238,0,0,0.265702033322238,0,0.531404066644476,0,0.531404066644476,0,0.265702033322238,0.797106099966715,0.531404066644476,0.265702033322238,0.265702033322238,0,0.797106099966715,0,0.265702033322238,0.265702033322238,0.531404066644476,0,0,0,0,0,0,0,0.797106099966715,0,0,0.265702033322238,0.797106099966715,0.797106099966715,0,0,0,0,0.265702033322238,0.265702033322238,1.06280813328895,0.265702033322238
"resort",0.691670765594519,0,0,0,0,0,0.691670765594519,0,2.76668306237808,1.38334153118904,0,0,0.691670765594519,0,0,0.691670765594519,0,0.691670765594519,0,0,0,0,0,0,0,0,0,0.691670765594519,0,0,0.691670765594519,0,0,0.691670765594519,0,0,0.691670765594519,0,0,0,0,0,0,0,0,0,0,0,0,0.691670765594519,0,0,0,0,0,0,0,0,0
"race",0.428429330819938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428429330819938,0.856858661639876,0,0,0,0,2.14214665409969,2.99900531573957,0,0.856858661639876,0.428429330819938,0,0,0.428429330819938,5.99801063147913,0,0,0,0.428429330819938,1.28528799245981,0,0,0,0.428429330819938,0.428429330819938,0.856858661639876,0,0.428429330819938,0,0.428429330819938,0,0.856858661639876,0,0.428429330819938,0,0.428429330819938,0.428429330819938,0.428429330819938,0,0.428429330819938,0,0,0
"favor",0.339488247483157,0,0,0.678976494966314,1.01846474244947,0.339488247483157,0,2.03692948489894,0.678976494966314,0.339488247483157,0.339488247483157,0,0.339488247483157,0.339488247483157,0.678976494966314,0,0,0.339488247483157,0.678976494966314,0,0.678976494966314,0,0.678976494966314,0,0.339488247483157,0.678976494966314,1.01846474244947,0.678976494966314,0.339488247483157,0,1.35795298993263,0,0,0.678976494966314,1.69744123741578,0,0.339488247483157,0,0,0,0,0,0,0,0.339488247483157,0,0,0,0,0,0,0,0,0.339488247483157,0,0.339488247483157,0,0,0
"perfect",0.492098410689315,0,0.492098410689315,0,0,0,0,0.492098410689315,0.492098410689315,0.98419682137863,0,0,0.98419682137863,0.98419682137863,1.47629523206795,0,0,0.98419682137863,1.96839364275726,0,0,0,0,0,0,0.98419682137863,0,0,0.492098410689315,0,0.492098410689315,0.492098410689315,0,0,0,0.492098410689315,0,0,0,0.98419682137863,0,0.492098410689315,0,0,0,0,0,0,0,0,0,0,0.98419682137863,0,0,0,0,0,0.492098410689315
"tranquillity",0.867762024650201,0,0.867762024650201,0,0.867762024650201,0,0,0,0,1.7355240493004,0,0,1.7355240493004,1.7355240493004,0,0,1.7355240493004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7355240493004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"disposition",0.624723975963906,0,0.624723975963906,0,0.624723975963906,0.624723975963906,0.624723975963906,0,0.624723975963906,0,0,0,0.624723975963906,0,0.624723975963906,0,0,0,0,0,0,0,0.624723975963906,0,0,1.24944795192781,0.624723975963906,0.624723975963906,0,0,0.624723975963906,0,0,0.624723975963906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"form",0.239373094599889,0,1.67561166219922,0.957492378399556,0,0,0.239373094599889,1.43623856759933,0.478746189199778,0.718119283799667,0.239373094599889,0,1.19686547299945,2.63310404059878,1.67561166219922,0,0.478746189199778,1.19686547299945,0.718119283799667,0,0,0,0.478746189199778,0.239373094599889,0.718119283799667,0.239373094599889,0.239373094599889,0.478746189199778,0.239373094599889,0.239373094599889,0.957492378399556,0.239373094599889,0,0,0.239373094599889,0.478746189199778,0.718119283799667,0,0.718119283799667,0.239373094599889,0.478746189199778,0,0,0.718119283799667,0,0,0,0,0,0,0.239373094599889,0,0.239373094599889,0,0,0,0,0.239373094599889,0
"security",0.265702033322238,0,0,0,0,0,0.265702033322238,0.531404066644476,0,0.531404066644476,0,0,0.265702033322238,0.531404066644476,0.265702033322238,0,1.06280813328895,0.265702033322238,0.797106099966715,0,0.265702033322238,0,0,0,0.265702033322238,0.797106099966715,0,0,0.531404066644476,0,0.531404066644476,0,0,0.265702033322238,0.531404066644476,0.531404066644476,0,0.265702033322238,0.531404066644476,0,2.39131829990014,1.06280813328895,0.531404066644476,0,0,0,0,0,0.265702033322238,1.06280813328895,0.265702033322238,0,0.265702033322238,0.265702033322238,0.797106099966715,0.265702033322238,0.797106099966715,0,0.531404066644476
"advancement",0.770852011642144,0,0,0,0,1.54170402328429,0,0,0,0,0.770852011642144,0,0,0.770852011642144,0.770852011642144,0,2.31255603492643,0,0,0,0,0,0,0,0,0,0.770852011642144,0,0,0,0.770852011642144,0,0,0,0.770852011642144,3.08340804656858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"divine",0.594760752586463,0,0,0,0,0,0,0.594760752586463,0,0,0.594760752586463,0,0.594760752586463,0.594760752586463,0.594760752586463,0.594760752586463,0,0.594760752586463,0,0.594760752586463,0,0,0.594760752586463,0.594760752586463,0,0,0,0,0,0,0,0,0,0.594760752586463,1.18952150517293,0,0,0.594760752586463,0,0,0,0.594760752586463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bless",0.293730756922482,0,0.293730756922482,0,0.293730756922482,0,0,0.881192270767445,0,0.293730756922482,0,0,0.293730756922482,0.293730756922482,0,0,0,0.587461513844963,0,0,0,0,0.293730756922482,0.293730756922482,0,0,0,0.293730756922482,0.293730756922482,0.293730756922482,0,0,0,0,0,0.293730756922482,0.293730756922482,0.293730756922482,0,0.293730756922482,0,0,0,0.293730756922482,0,0.293730756922482,0,0,0.587461513844963,1.17492302768993,0.881192270767445,0.293730756922482,0.587461513844963,0.881192270767445,0.293730756922482,0.587461513844963,0.587461513844963,0.587461513844963,0.293730756922482
"equally",0.624723975963906,0,0,0,0,1.24944795192781,0,1.87417192789172,3.74834385578344,0,0.624723975963906,0,0.624723975963906,0,3.12361987981953,0,0,0,0,0,0,0,1.87417192789172,0,0,0,0.624723975963906,0,0,0,0,0,1.87417192789172,0,0,0.624723975963906,0.624723975963906,0,0,0,0.624723975963906,1.24944795192781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"enlarge",0.594760752586463,0,0,0,0,0,0,0.594760752586463,0,0,1.18952150517293,0,0.594760752586463,0,1.18952150517293,0.594760752586463,0,0,0,0,0,0,0,0.594760752586463,0,1.18952150517293,0,0,0.594760752586463,0.594760752586463,0,0,0,0.594760752586463,0.594760752586463,0.594760752586463,0,0,0,0,0,0,0,0.594760752586463,0.594760752586463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"depend",0.339488247483157,0,0.339488247483157,0,0,0,0,1.35795298993263,1.01846474244947,0,0.339488247483157,0,0.339488247483157,0.678976494966314,0.339488247483157,0,0.339488247483157,0,0.339488247483157,0.339488247483157,0,0,0.678976494966314,0.339488247483157,0.339488247483157,0,0,0.339488247483157,0,0.339488247483157,0,0,0.339488247483157,0,0.339488247483157,0.339488247483157,0,0.339488247483157,0,0,0.339488247483157,0,0,0,0,0,0,0,0.678976494966314,0,0,0,0.339488247483157,0.339488247483157,1.01846474244947,0.678976494966314,0,0,0.339488247483157
"upon",0,0.0987541537064267,0.493770768532134,0.0987541537064267,0,0.197508307412853,0,0.0987541537064267,0,1.58006645930283,0,0.493770768532134,1.28380399818355,3.35764122601851,1.38255815188997,0.197508307412853,2.37009968895424,0.29626246111928,1.4813123055964,0.0987541537064267,0.395016614825707,0.395016614825707,1.4813123055964,1.28380399818355,0.493770768532134,2.07383722783496,0.59252492223856,3.06137876489923,1.08629569077069,0.0987541537064267,1.58006645930283,0.790033229651414,1.28380399818355,0.59252492223856,1.18504984447712,1.67882061300925,0.395016614825707,0.59252492223856,0.197508307412853,0.0987541537064267,0.197508307412853,0.987541537064267,0.59252492223856,0,0.197508307412853,0,0,0.0987541537064267,0.493770768532134,0.197508307412853,0,0,0.29626246111928,0.0987541537064267,0.0987541537064267,0.29626246111928,0.197508307412853,0,0
"chief",0,0.279490317807872,0,0,0,0,0.279490317807872,0.279490317807872,0.279490317807872,0,0,0,0,1.67694190684723,0.558980635615743,0.279490317807872,0,0,0.279490317807872,0,0,0.279490317807872,0.279490317807872,0.279490317807872,0.279490317807872,0.279490317807872,0,0.279490317807872,0.279490317807872,0,0.279490317807872,0.279490317807872,0,0,0.279490317807872,0,0,0,0,0.279490317807872,0.279490317807872,0,0.279490317807872,0.279490317807872,0,0.279490317807872,0.279490317807872,0,0.279490317807872,0.279490317807872,0.279490317807872,0,0,0,0.279490317807872,0,0.279490317807872,0.279490317807872,0.279490317807872
"magistrate",0,0.867762024650201,0,0,0,0,0,0,0.867762024650201,0.867762024650201,0,0,0,3.4710480986008,1.7355240493004,0.867762024650201,0,0,0.867762024650201,0,0,0,0,0,0.867762024650201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"proper",0,0.355878663671326,0,0.355878663671326,0,0,0.355878663671326,1.06763599101398,1.4235146546853,0,1.06763599101398,0.355878663671326,0,2.49115064569928,1.06763599101398,0.355878663671326,0.355878663671326,0.711757327342652,1.4235146546853,0.355878663671326,0.355878663671326,0.355878663671326,0.355878663671326,0.355878663671326,0.355878663671326,1.06763599101398,0,1.06763599101398,0,0,5.33817995506989,0.355878663671326,0,0,0,0.711757327342652,0,0.355878663671326,0,0,0,0.355878663671326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"endeavor",0,0.469822015978163,0.939644031956326,0,0.939644031956326,0,0.469822015978163,0.939644031956326,0,0,0.939644031956326,0,1.40946604793449,0.469822015978163,0.469822015978163,0.469822015978163,0,0,0,0,0.469822015978163,0.469822015978163,0,0,0.939644031956326,0.469822015978163,0,1.40946604793449,0,0,0,0,0,0.469822015978163,0.469822015978163,0,0.469822015978163,0,0,0,0,0,0,0.939644031956326,0,0,0.469822015978163,0,0,0,0,0,0,0,0,0,0,0,0
"high",0,0.137383556062558,0.274767112125115,0.274767112125115,0,0.274767112125115,0.137383556062558,1.37383556062558,1.37383556062558,0.137383556062558,0.137383556062558,0,0.686917780312788,0.824301336375346,0.549534224250231,0.549534224250231,0.412150668187673,0.274767112125115,0.137383556062558,0.137383556062558,0,0.137383556062558,0,0.686917780312788,0.137383556062558,0.686917780312788,0,0.686917780312788,0.274767112125115,0.274767112125115,0.686917780312788,0.274767112125115,0.412150668187673,1.09906844850046,0.961684892437904,1.23645200456302,0.274767112125115,0,0.274767112125115,0,0,0,0.137383556062558,0.137383556062558,0,0.274767112125115,0.137383556062558,0.274767112125115,0.412150668187673,0,0.549534224250231,0,0.274767112125115,0,0.137383556062558,0.137383556062558,0.137383556062558,0,0
"sense",0,0.265702033322238,0.531404066644476,0.531404066644476,0.531404066644476,0.265702033322238,0.797106099966715,0,0.265702033322238,0,0,0,0.797106099966715,0.797106099966715,0.265702033322238,0,0.265702033322238,0.265702033322238,0.531404066644476,0,0,0,0.265702033322238,0.531404066644476,0.531404066644476,1.06280813328895,0.265702033322238,0.265702033322238,0.265702033322238,0,0.265702033322238,0,0,0.797106099966715,0,0.531404066644476,0,0.265702033322238,0.531404066644476,0,0,1.06280813328895,0.265702033322238,0,0,0,0,0.531404066644476,0,0.265702033322238,0.265702033322238,0,0.531404066644476,0,0.265702033322238,0,0,0,0
"entertain",0,0.594760752586463,1.18952150517293,0.594760752586463,0.594760752586463,0,0,0,0.594760752586463,1.18952150517293,0,0,1.18952150517293,0.594760752586463,0.594760752586463,0,0.594760752586463,0,0,0,0.594760752586463,0.594760752586463,0,0.594760752586463,0,0.594760752586463,0,0,0,0,0,0,0,0.594760752586463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"repose",0,0.770852011642144,0,0.770852011642144,0,0.770852011642144,0,0,0,0,0,0,0.770852011642144,0,0.770852011642144,0,1.54170402328429,0,0,0,0,0,0,1.54170402328429,0,0,0.770852011642144,0,0,0,0,0,0,0,0,0,0.770852011642144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770852011642144,0,0,0,0
"america",0,0.279490317807872,1.39745158903936,0,0,0,0,0,0.558980635615743,0,0,0,0.279490317807872,0,0,0,0,0.279490317807872,0,0,0,0,0,0.279490317807872,0,0,0,0,0,0,1.11796127123149,0,0.558980635615743,4.19235476711807,2.23592254246297,1.67694190684723,0,0.279490317807872,1.9564322246551,0,0,0.838470953423615,1.11796127123149,0.558980635615743,0.838470953423615,1.39745158903936,3.63337413150233,0.558980635615743,1.67694190684723,1.9564322246551,1.9564322246551,4.19235476711807,3.07439349588659,2.23592254246297,3.35388381369446,2.23592254246297,1.67694190684723,5.03082572054169,5.03082572054169
"execution",0,0.770852011642144,0,0,0.770852011642144,0,0,0,1.54170402328429,0,0,0,0,0.770852011642144,0,0.770852011642144,0,0,0.770852011642144,0,0.770852011642144,0,0,0,0,0.770852011642144,0,2.31255603492643,0,0,0,0,0,0,0,0.770852011642144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oath",0,0.453567934583737,0,0,0,0,0.226783967291869,0,0,0,0,0.226783967291869,0,0.226783967291869,0,0.226783967291869,0,0.453567934583737,1.36070380375121,0.226783967291869,0.453567934583737,0,0,0,0.680351901875606,0.680351901875606,0.453567934583737,0.453567934583737,0,0,0.453567934583737,0,0.226783967291869,0.226783967291869,0,0.453567934583737,0,0.226783967291869,0,0.226783967291869,0,0.226783967291869,0.226783967291869,0.226783967291869,0.226783967291869,0.453567934583737,0,0.226783967291869,0.226783967291869,0.226783967291869,0.226783967291869,0.226783967291869,0,0.226783967291869,0.226783967291869,0.680351901875606,0.907135869167474,0.453567934583737,0.680351901875606
"office",0,0.168792020314182,0,0.337584040628364,0.168792020314182,0,0,0.337584040628364,0.506376060942546,0.168792020314182,0.168792020314182,0,0.337584040628364,0.843960101570909,0.337584040628364,0.506376060942546,0.337584040628364,0.337584040628364,0.675168081256727,0.168792020314182,0.675168081256727,0.843960101570909,0.843960101570909,0.337584040628364,0.168792020314182,1.856712223456,0.337584040628364,0.337584040628364,0.168792020314182,0,0.843960101570909,0.168792020314182,0,0.168792020314182,0.506376060942546,0.675168081256727,0.168792020314182,0.168792020314182,0,0.168792020314182,0.168792020314182,0,0,0,0,0.168792020314182,0,0.168792020314182,0,0,0,0.168792020314182,0.337584040628364,0,0,0.168792020314182,0,0.168792020314182,0.168792020314182
"presence",0,0.448632716908225,0.448632716908225,0.89726543381645,0,0,0.448632716908225,0,0,0.448632716908225,0,0,0.448632716908225,0,0.448632716908225,0,0.448632716908225,0,0.89726543381645,0,0,0,0,0,0.448632716908225,1.34589815072467,0,1.34589815072467,0.448632716908225,0,0,0.448632716908225,0,0.89726543381645,0,0.448632716908225,0,0,0,0.89726543381645,0,0.448632716908225,0,0,0,0.448632716908225,0,0,0,0.448632716908225,0,0,0,0,0,0,0,0,0.448632716908225
"find",0,0.127399335155957,0,0.254798670311913,0.509597340623827,0.127399335155957,0.509597340623827,0.76439601093574,0.636996675779784,0,0.254798670311913,0.127399335155957,0.636996675779784,1.14659401640361,0.254798670311913,0,0.38219800546787,0.127399335155957,0.38219800546787,0,0,0.127399335155957,0,0.38219800546787,0.254798670311913,1.01919468124765,0.38219800546787,0.38219800546787,0.509597340623827,0,0.38219800546787,0,0,0.38219800546787,0.891795346091697,1.01919468124765,0.127399335155957,0.76439601093574,0.254798670311913,0,0.127399335155957,0.127399335155957,0,0.254798670311913,0.509597340623827,0.38219800546787,0.127399335155957,0.254798670311913,0.254798670311913,0.38219800546787,0.254798670311913,0,0.127399335155957,0.254798670311913,0.509597340623827,0.254798670311913,0.254798670311913,0,0
"violate",0,0.770852011642144,0,0.770852011642144,0,0,0.770852011642144,0,0,0,0,0,0,1.54170402328429,0,0,0,0,1.54170402328429,0,0,0,0,0.770852011642144,0,0,0,0.770852011642144,0,0,0,0.770852011642144,0,0,1.54170402328429,0,0,0,0,0,0,0,0,0,0,0,0,0.770852011642144,0,0,0,0,0,0,0,0,0,0,0
"punishment",0,0.816609502202819,0,0,1.63321900440564,0,0,0.816609502202819,1.63321900440564,0,0,0,0.816609502202819,0.816609502202819,0,0,0.816609502202819,0,0,0,0,0,0,0,0,0,0.816609502202819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816609502202819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"witness",0,0.594760752586463,0,0,1.78428225775939,0,0,0.594760752586463,0,0,0,0,1.18952150517293,0,0,0,0,0.594760752586463,0,0,0,0,0,0.594760752586463,0,1.18952150517293,0.594760752586463,0,0,0,0,0,0,0.594760752586463,0,0,0,0.594760752586463,0,0,0,0.594760752586463,1.18952150517293,0.594760752586463,0,0,0,0,0,0,0,0,0,0,1.78428225775939,0,0.594760752586463,0,0
"solemn",0,0.339488247483157,0.339488247483157,0,0,0.339488247483157,0,0,0,0.339488247483157,0.339488247483157,0.339488247483157,1.01846474244947,0.678976494966314,0.339488247483157,0,0,0.339488247483157,0.339488247483157,0,0,0,0,0,0.678976494966314,0.678976494966314,0.339488247483157,0.339488247483157,0,0,0,0.678976494966314,0.339488247483157,0.339488247483157,0,0,0,0.339488247483157,0,0.339488247483157,0,0,0.678976494966314,0.339488247483157,0,0,0.339488247483157,0,0.339488247483157,0,0,0,0,0.339488247483157,0.339488247483157,0,0.339488247483157,0,0
"ceremony",0,0.867762024650201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867762024650201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867762024650201,0,0,0,0,0,1.7355240493004,1.7355240493004,0,0,1.7355240493004,0,0,0.867762024650201,0,0,0.867762024650201,0
"early",0,0,1.78428225775939,0,0,0,0.594760752586463,1.18952150517293,1.18952150517293,0,0,0,1.18952150517293,2.37904301034585,2.37904301034585,0.594760752586463,0.594760752586463,0,0,0,0,0,0.594760752586463,0,0,0,0,2.97380376293231,0,0,1.18952150517293,0,0,0,0,0,0,0,1.18952150517293,0,0,0,0,0,0,0,0,0,0.594760752586463,0,0,0,0,0,0,0.594760752586463,0,0,0
"middle",0,0,0.816609502202819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816609502202819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816609502202819,0.816609502202819,0,0,0.816609502202819,0,0,0,0,0,0,0,0,0,1.63321900440564,0,0,0,1.63321900440564,0.816609502202819,0.816609502202819
"foreign",0,0,2.12561626657791,0,1.06280813328895,0.531404066644476,0.265702033322238,2.39131829990014,1.06280813328895,1.59421219993343,0.797106099966715,0.265702033322238,1.59421219993343,1.59421219993343,2.92272236654462,0.531404066644476,0.797106099966715,0.797106099966715,0.531404066644476,0,0.531404066644476,0,0.797106099966715,0,0.797106099966715,0.265702033322238,0,1.59421219993343,0.265702033322238,0,1.06280813328895,0,0,0,0.531404066644476,0.265702033322238,0.531404066644476,0,0,0,0.265702033322238,0,0,0,0.265702033322238,0,0,0.265702033322238,0,0,0.265702033322238,0.265702033322238,0,0,0,0,0,0.797106099966715,0
"legislature",0,0,5.956204567551,0,0,0,0,1.985401522517,0,1.985401522517,0.992700761258501,0,0,5.956204567551,0.992700761258501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"independence",0,0,0.711757327342652,0,0.355878663671326,0.355878663671326,0,0.355878663671326,0.355878663671326,0.711757327342652,0.711757327342652,0.355878663671326,0.355878663671326,1.4235146546853,0,0,0,0.355878663671326,0.355878663671326,0,0,0,0,0.355878663671326,0.355878663671326,0.711757327342652,0,0,0,0,0,0,0,0.355878663671326,2.49115064569928,1.06763599101398,0,0,0.355878663671326,0,0,0,0.355878663671326,0,0,0,0,0,0.711757327342652,0.711757327342652,0,0.355878663671326,0,0.355878663671326,1.06763599101398,0,0.355878663671326,0,0
"claim",0,0,1.03115901307768,0,0,0,0,1.03115901307768,2.06231802615535,0.515579506538838,0,0,0.515579506538838,5.15579506538838,0.515579506538838,0,1.54673851961651,0,1.03115901307768,0.515579506538838,0,0,0.515579506538838,0,1.03115901307768,0,0,0,0,0,0,0,0.515579506538838,0,0.515579506538838,0.515579506538838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515579506538838,0.515579506538838,0,0,0.515579506538838,0,0
"danger",0,0,0.504676143528513,0,0.252338071764257,0.252338071764257,0,1.7663665023498,0.75701421529277,0,0,0.504676143528513,1.26169035882128,2.01870457411405,0.75701421529277,0,0.75701421529277,0.252338071764257,0,0,0,0.252338071764257,0,1.51402843058554,0,0.75701421529277,0.504676143528513,0,0,0.252338071764257,0.504676143528513,0,0,0.252338071764257,0.252338071764257,0.75701421529277,0,0,0,0,0.252338071764257,0.504676143528513,0.252338071764257,0.252338071764257,0.252338071764257,0.252338071764257,0.504676143528513,0,0.252338071764257,0.252338071764257,0,0.252338071764257,0,0.252338071764257,0,0.504676143528513,0.252338071764257,0,0
"army",0,0,0.54040309026387,0,0,0.54040309026387,0,1.08080618052774,0,0.54040309026387,0.54040309026387,0.54040309026387,0,1.08080618052774,0,1.08080618052774,1.62120927079161,0.54040309026387,0,0,0,1.08080618052774,0,0.54040309026387,0,0,0,0,1.08080618052774,0,4.32322472211096,0,0,0,0,0,1.08080618052774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54040309026387,0,0,0,0,0.54040309026387,0
"determine",0,0,0.745824005940213,0,0,0.372912002970107,0,0,0,0,0,0,0,0.372912002970107,0,0,0,0.372912002970107,0,0,0.372912002970107,0,0.372912002970107,0.372912002970107,0.372912002970107,0,0.372912002970107,0,0.745824005940213,0,1.11873600891032,0.745824005940213,0,0.372912002970107,2.61038402079075,0.745824005940213,0,0.372912002970107,0.372912002970107,0,0.745824005940213,0,0,0,0,0.372912002970107,0.372912002970107,0,0,0.372912002970107,0,0,0,0.372912002970107,1.11873600891032,0,0.372912002970107,0.372912002970107,0
"resist",0,0,0.770852011642144,0,0,0,0,0.770852011642144,0,0,0,0,1.54170402328429,0,0.770852011642144,0,0,0,0,0,0,0,0,0.770852011642144,0,0,0,0,0,0,1.54170402328429,0,0,0.770852011642144,0,0,0,0,0,0,0.770852011642144,0,0,0,0,0,0.770852011642144,0,0,0,0,0,0,0,0,0,0.770852011642144,0,0
